School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
PS 146 EDWARD COLLINS,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,401,381,5.0,3.0,219.0,170.0,2.0,0.0,2.0,13.37,95.01246882793018,1.2468827930174564,0.7481296758104738,54.613466334164585,42.394014962593516,0.4987531172069825,0.0,0.4987531172069825,08X146,40.824713,-73.905955,P.S. 146 Edward Collins,0.44,0.37
PS 146 HOWARD BEACH,NEW YORK,Queens County,HOWARD BEACH,11414.0,Public,0,0,11-City: Large,0,704,342,6.0,20.0,241.0,12.0,424.0,0.0,1.0,14.1,48.57954545454545,0.8522727272727272,2.840909090909091,34.23295454545455,1.7045454545454544,60.22727272727273,0.0,0.14204545454545456,27Q146,40.660195,-73.834683,P.S. 146 Howard Beach,0.46,0.55
PS 147 ISSAC REMSEN,NEW YORK,Kings County,BROOKLYN,11206.0,Public,0,0,11-City: Large,1,294,243,0.0,9.0,190.0,68.0,18.0,0.0,9.0,13.34,82.6530612244898,0.0,3.061224489795918,64.62585034013605,23.12925170068027,6.122448979591836,0.0,3.061224489795918,,,,,,
PS 148,NEW YORK,Queens County,EAST ELMHURST,11369.0,Public,0,0,11-City: Large,1,1032,608,2.0,140.0,851.0,3.0,36.0,0.0,0.0,17.0,58.91472868217055,0.1937984496124031,13.565891472868216,82.46124031007753,0.29069767441860467,3.488372093023256,0.0,0.0,,,,,,
PS 149 CHRISTA MCAULIFFE,NEW YORK,Queens County,JACKSON HEIGHTS,11372.0,Public,0,0,11-City: Large,1,1183,822,7.0,91.0,1030.0,15.0,36.0,0.0,4.0,15.16,69.48436179205409,0.591715976331361,7.6923076923076925,87.06677937447168,1.267962806424345,3.043110735418428,0.0,0.33812341504649196,30Q149,40.755178,-73.874413,P.S. 149 Christa McAuliffe,0.53,0.43
PS 149 DANNY KAYE,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,731,681,3.0,23.0,242.0,456.0,6.0,0.0,1.0,16.56,93.16005471956224,0.4103967168262654,3.146374829001368,33.10533515731874,62.38030095759234,0.8207934336525308,0.0,0.13679890560875513,19K149,40.669476,-73.89278,P.S. 149 Danny Kaye,0.68,0.58
PS 149 SOJOURNER TRUTH,NEW YORK,New York County,NEW YORK,10026.0,Public,0,0,11-City: Large,1,284,259,11.0,8.0,78.0,180.0,7.0,0.0,0.0,11.0,91.19718309859155,3.873239436619718,2.8169014084507045,27.464788732394368,63.38028169014085,2.464788732394366,0.0,0.0,03M149,40.802398,-73.948011,P.S. 149 Sojourner Truth,0.42,0.28
PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING,NEW YORK,Bronx County,BRONX,10453.0,Public,0,0,11-City: Large,1,497,347,1.0,5.0,420.0,68.0,1.0,0.0,2.0,16.67,69.81891348088531,0.2012072434607646,1.0060362173038229,84.50704225352112,13.682092555331993,0.2012072434607646,0.0,0.4024144869215292,10X015,40.859177,-73.909744,P.S. X015 Institute for Environmental Learning,0.6,0.44
PS 15 JACKIE ROBINSON,NEW YORK,Queens County,SPRINGFIELD GARDENS,11413.0,Public,0,0,11-City: Large,1,453,342,0.0,2.0,20.0,430.0,0.0,0.0,1.0,16.47,75.49668874172185,0.0,0.44150110375275936,4.415011037527594,94.92273730684326,0.0,0.0,0.22075055187637968,29Q015,40.685925,-73.756953,P.S. 015 Jackie Robinson,0.52,0.49
PS 15 PATRICK F DALY,NEW YORK,Kings County,BROOKLYN,11231.0,Public,0,0,11-City: Large,1,461,325,1.0,11.0,231.0,142.0,61.0,0.0,15.0,10.31,70.49891540130152,0.21691973969631237,2.386117136659436,50.108459869848154,30.80260303687636,13.232104121475055,0.0,3.2537960954446854,15K015,40.677137,-74.011778,P.S. 015 Patrick F. Daly,0.3,0.26
PS 15 ROBERTO CLEMENTE,NEW YORK,New York County,NEW YORK,10009.0,Public,0,0,11-City: Large,1,175,146,1.0,9.0,105.0,56.0,2.0,0.0,2.0,7.99,83.42857142857143,0.5714285714285714,5.142857142857142,60.0,32.0,1.1428571428571428,0.0,1.1428571428571428,01M015,40.721903,-73.978775,P.S. 015 Roberto Clemente,0.56,0.54
PS 150,NEW YORK,Queens County,LONG ISLAND CITY,11104.0,Public,0,0,11-City: Large,1,1145,484,9.0,311.0,539.0,12.0,251.0,0.0,23.0,17.18,42.2707423580786,0.7860262008733625,27.161572052401745,47.07423580786026,1.0480349344978166,21.921397379912662,0.0,2.0087336244541487,02M150,40.74586,-73.923381,P.S. 150,0.75,0.89
PS 150,NEW YORK,Queens County,LONG ISLAND CITY,11104.0,Public,0,0,11-City: Large,1,1145,484,9.0,311.0,539.0,12.0,251.0,0.0,23.0,17.18,42.2707423580786,0.7860262008733625,27.161572052401745,47.07423580786026,1.0480349344978166,21.921397379912662,0.0,2.0087336244541487,02M150,40.717924,-74.010858,P.S. 150,0.75,0.89
PS 150,NEW YORK,New York County,NEW YORK,10028.0,Public,0,0,11-City: Large,0,184,27,0.0,29.0,26.0,10.0,99.0,0.0,20.0,15.32,14.673913043478262,0.0,15.760869565217392,14.130434782608695,5.434782608695652,53.80434782608695,0.0,10.869565217391305,02M150,40.74586,-73.923381,P.S. 150,0.75,0.89
PS 150,NEW YORK,New York County,NEW YORK,10028.0,Public,0,0,11-City: Large,0,184,27,0.0,29.0,26.0,10.0,99.0,0.0,20.0,15.32,14.673913043478262,0.0,15.760869565217392,14.130434782608695,5.434782608695652,53.80434782608695,0.0,10.869565217391305,02M150,40.717924,-74.010858,P.S. 150,0.75,0.89
PS 150 CHARLES JAMES FOX,NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,1,891,849,5.0,5.0,684.0,184.0,10.0,0.0,3.0,15.98,95.28619528619528,0.5611672278338945,0.5611672278338945,76.76767676767676,20.65095398428732,1.122334455667789,0.0,0.33670033670033667,12X150,40.82598,-73.894376,P.S. 150 Charles James Fox,0.46,0.34
PS 150 CHRISTOPHER,NEW YORK,Kings County,BROOKLYN,11212.0,Public,0,0,11-City: Large,1,187,184,3.0,5.0,60.0,110.0,6.0,0.0,3.0,13.33,98.3957219251337,1.6042780748663104,2.6737967914438503,32.0855614973262,58.82352941176471,3.2085561497326207,0.0,1.6042780748663104,23K150,40.668661,-73.904944,P.S. 150 Christopher,0.38,0.28
PS 151 LYNDON B JOHNSON,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,310,298,0.0,0.0,225.0,61.0,24.0,0.0,0.0,11.02,96.12903225806451,0.0,0.0,72.58064516129032,19.67741935483871,7.741935483870968,0.0,0.0,32K151,40.693406,-73.908328,P.S. 151 Lyndon B. Johnson,0.52,0.43
PS 151 MARY D CARTER,NEW YORK,Queens County,WOODSIDE,11377.0,Public,0,0,11-City: Large,1,435,390,6.0,72.0,227.0,95.0,34.0,0.0,1.0,12.85,89.65517241379311,1.3793103448275863,16.551724137931036,52.18390804597701,21.839080459770116,7.816091954022989,0.0,0.22988505747126436,30Q151,40.757692,-73.908409,P.S. 151 Mary D. Carter,0.51,0.45
PS 152 DYCKMAN VALLEY,NEW YORK,New York County,NEW YORK,10040.0,Public,0,0,11-City: Large,1,645,582,2.0,2.0,618.0,11.0,9.0,0.0,3.0,15.15,90.23255813953487,0.31007751937984496,0.31007751937984496,95.81395348837209,1.7054263565891472,1.3953488372093024,0.0,0.46511627906976744,06M152,40.860157,-73.927805,P.S. 152 Dyckman Valley,0.44,0.37
PS 152 EVERGREEN,NEW YORK,Bronx County,BRONX,10472.0,Public,0,0,11-City: Large,1,961,778,14.0,11.0,758.0,165.0,11.0,0.0,2.0,13.79,80.9573361082206,1.45681581685744,1.1446409989594173,78.87617065556711,17.16961498439126,1.1446409989594173,0.0,0.20811654526534862,08X152,40.824037,-73.880319,P.S. 152 Evergreen,0.45,0.34
PS 152 GWENDOLINE N ALLEYNE SCHOOL,NEW YORK,Queens County,WOODSIDE,11377.0,Public,0,0,11-City: Large,1,1265,754,12.0,628.0,563.0,7.0,51.0,0.0,4.0,16.22,59.60474308300395,0.9486166007905139,49.64426877470356,44.50592885375494,0.5533596837944664,4.0316205533596845,0.0,0.31620553359683795,30Q152,40.752982,-73.900346,P.S. 152 Gwendoline N. Alleyne School,0.56,0.6
PS 153 ADAM CLAYTON POWELL,NEW YORK,New York County,NEW YORK,10031.0,Public,0,0,11-City: Large,1,756,644,1.0,15.0,563.0,149.0,20.0,0.0,8.0,16.18,85.18518518518519,0.13227513227513227,1.984126984126984,74.47089947089947,19.70899470899471,2.6455026455026456,0.0,1.0582010582010581,06M153,40.826364,-73.947212,P.S. 153 Adam Clayton Powell,0.36,0.32
PS 153 HELEN KELLER,NEW YORK,Bronx County,BRONX,10475.0,Public,0,0,11-City: Large,0,742,482,8.0,70.0,193.0,429.0,38.0,0.0,4.0,16.48,64.95956873315365,1.078167115902965,9.433962264150944,26.010781671159027,57.8167115902965,5.121293800539084,0.0,0.5390835579514826,11X153,40.872988,-73.833156,P.S. 153 Helen Keller,0.52,0.57
PS 153 HOMECREST,NEW YORK,Kings County,BROOKLYN,11229.0,Public,0,0,11-City: Large,1,564,351,26.0,144.0,189.0,14.0,189.0,0.0,2.0,13.52,62.23404255319149,4.609929078014184,25.53191489361702,33.51063829787234,2.4822695035460995,33.51063829787234,0.0,0.3546099290780142,21K153,40.60119,-73.959982,P.S. 153 Homecrest,0.39,0.41
PS 153 MASPETH ELEMENTARY,NEW YORK,Queens County,MASPETH,11378.0,Public,0,0,11-City: Large,0,1336,927,6.0,95.0,606.0,10.0,611.0,0.0,8.0,16.75,69.38622754491018,0.4491017964071856,7.110778443113773,45.359281437125745,0.7485029940119761,45.73353293413174,0.0,0.5988023952095809,,,,,,
PS 154,NEW YORK,Queens County,FLUSHING,11366.0,Public,0,0,11-City: Large,1,732,600,7.0,398.0,165.0,57.0,97.0,0.0,8.0,15.64,81.9672131147541,0.9562841530054645,54.37158469945356,22.540983606557376,7.786885245901639,13.25136612021858,0.0,1.092896174863388,,,,,,
PS 154 HARRIET TUBMAN,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,317,310,4.0,11.0,111.0,176.0,12.0,0.0,3.0,15.05,97.79179810725552,1.2618296529968454,3.4700315457413247,35.01577287066246,55.520504731861195,3.7854889589905363,0.0,0.9463722397476341,05M154,40.810713,-73.94896,P.S. 154 Harriet Tubman,0.43,0.33
PS 154 JONATHAN D HYATT,NEW YORK,Bronx County,BRONX,10454.0,Public,0,0,11-City: Large,1,392,376,6.0,0.0,220.0,161.0,5.0,0.0,0.0,11.54,95.91836734693877,1.530612244897959,0.0,56.12244897959183,41.07142857142857,1.2755102040816326,0.0,0.0,07X154,40.808248,-73.925768,P.S. 154 Jonathan D. Hyatt,0.65,0.57
PS 155,NEW YORK,Queens County,SOUTH OZONE PARK,11420.0,Public,0,0,11-City: Large,1,563,524,100.0,187.0,105.0,149.0,10.0,0.0,12.0,16.29,93.07282415630551,17.761989342806395,33.214920071047956,18.650088809946713,26.465364120781526,1.7761989342806392,0.0,2.1314387211367674,27Q155,40.679478,-73.810178,P.S. 155,0.54,0.66
PS 155 WILLIAM PACA,NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,1,345,342,2.0,6.0,299.0,37.0,1.0,0.0,0.0,11.57,99.1304347826087,0.5797101449275363,1.7391304347826086,86.66666666666667,10.72463768115942,0.2898550724637681,0.0,0.0,04M155,40.797412,-73.936002,P.S. 155 William Paca,0.37,0.26
PS 156 LAURELTON,NEW YORK,Queens County,SPRINGFIELD GARDENS,11413.0,Public,0,0,11-City: Large,1,301,220,2.0,6.0,21.0,270.0,1.0,0.0,1.0,11.27,73.08970099667775,0.6644518272425249,1.9933554817275747,6.976744186046512,89.70099667774086,0.33222591362126247,0.0,0.33222591362126247,29Q156,40.67266,-73.743053,P.S. 156 Laurelton,0.49,0.45
PS 156 WAVERLY,NEW YORK,Kings County,BROOKLYN,11212.0,Public,0,0,11-City: Large,1,739,654,5.0,6.0,137.0,579.0,5.0,0.0,7.0,15.93,88.4979702300406,0.6765899864682002,0.8119079837618403,18.538565629228685,78.34912043301759,0.6765899864682002,0.0,0.9472259810554804,23K156,40.665635,-73.918199,P.S. 156 Waverly,0.46,0.4
PS 157 GROVE HILL,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,648,617,0.0,2.0,453.0,190.0,1.0,0.0,2.0,12.52,95.21604938271605,0.0,0.30864197530864196,69.9074074074074,29.32098765432099,0.15432098765432098,0.0,0.30864197530864196,07X157,40.819224,-73.90886,P.S. 157 Grove Hill,0.4,0.36
PS 158 BAYARD TAYLOR,NEW YORK,New York County,NEW YORK,10021.0,Public,0,0,11-City: Large,0,771,89,5.0,85.0,75.0,29.0,550.0,0.0,27.0,18.0,11.543450064850843,0.648508430609598,11.024643320363165,9.72762645914397,3.761348897535668,71.33592736705577,0.0,3.501945525291829,02M158,40.770249,-73.950814,P.S. 158 Bayard Taylor,0.66,0.81
PS 158 WARWICK,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,619,560,16.0,6.0,251.0,345.0,1.0,0.0,0.0,14.83,90.46849757673667,2.5848142164781907,0.9693053311793215,40.54927302100161,55.73505654281099,0.16155088852988692,0.0,0.0,19K158,40.672554,-73.885217,P.S. 158 Warwick,0.42,0.38
PS 159,NEW YORK,Queens County,BAYSIDE,11361.0,Public,0,0,11-City: Large,0,657,340,2.0,338.0,120.0,12.0,176.0,0.0,9.0,16.82,51.7503805175038,0.30441400304414,51.44596651445966,18.2648401826484,1.82648401826484,26.78843226788432,0.0,1.36986301369863,26Q159,40.769817,-73.783812,P.S. 159,0.6,0.72
PS 159 ISAAC PITKIN,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,848,616,17.0,268.0,219.0,338.0,5.0,0.0,1.0,17.66,72.64150943396226,2.0047169811320753,31.60377358490566,25.825471698113205,39.85849056603774,0.589622641509434,0.0,0.1179245283018868,19K159,40.676013,-73.869699,P.S. 159 Isaac Pitkin,0.43,0.48
PS 159 LUIS MUMOZ MARIN BILING,NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,197,145,0.0,0.0,177.0,16.0,3.0,0.0,1.0,11.17,73.60406091370558,0.0,0.0,89.84771573604061,8.121827411167512,1.5228426395939088,0.0,0.5076142131979695,10X159,40.855501,-73.893218,P.S. 159 Luis Munoz Marin Biling,0.36,0.3
PS 16 JOHN J DRISCOLL,NEW YORK,Richmond County,STATEN ISLAND,10301.0,Public,0,0,11-City: Large,1,612,587,7.0,36.0,340.0,164.0,63.0,0.0,2.0,13.1,95.91503267973856,1.1437908496732025,5.88235294117647,55.55555555555556,26.797385620915033,10.294117647058822,0.0,0.32679738562091504,31R016,40.639753,-74.079402,P.S. 016 John J. Driscoll,0.44,0.34
PS 16 LEONARD DUNKLY,NEW YORK,Kings County,BROOKLYN,11211.0,Public,0,0,11-City: Large,1,265,196,5.0,2.0,160.0,62.0,34.0,0.0,2.0,15.5,73.9622641509434,1.8867924528301887,0.7547169811320755,60.37735849056604,23.39622641509434,12.830188679245284,0.0,0.7547169811320755,14K016,40.705976,-73.961927,P.S. 016 Leonard Dunkly,0.38,0.32
PS 16 NANCY DEBENEDITTIS SCHOOL (THE),NEW YORK,Queens County,CORONA,11368.0,Public,0,0,11-City: Large,1,1710,1159,5.0,140.0,1547.0,4.0,12.0,0.0,2.0,16.47,67.77777777777779,0.29239766081871343,8.187134502923977,90.46783625730994,0.23391812865497078,0.7017543859649122,0.0,0.11695906432748539,,,,,,
PS 16 WAKEFIELD,NEW YORK,Bronx County,BRONX,10470.0,Public,0,0,11-City: Large,1,454,428,37.0,19.0,127.0,258.0,7.0,0.0,6.0,12.6,94.27312775330397,8.149779735682818,4.185022026431718,27.973568281938327,56.82819383259912,1.5418502202643172,0.0,1.3215859030837005,11X016,40.902338,-73.854499,P.S. 016 Wakefield,0.27,0.28
PS 160 WALT DISNEY,NEW YORK,Bronx County,BRONX,10475.0,Public,0,0,11-City: Large,1,422,321,5.0,9.0,139.0,254.0,9.0,0.0,6.0,12.15,76.06635071090048,1.1848341232227488,2.132701421800948,32.93838862559242,60.18957345971564,2.132701421800948,0.0,1.4218009478672986,11X160,40.864227,-73.824206,P.S. 160 Walt Disney,0.37,0.38
PS 160 WALTER FRANCIS BISHOP,NEW YORK,Queens County,JAMAICA,11435.0,Public,0,0,11-City: Large,1,699,640,69.0,92.0,139.0,386.0,6.0,0.0,7.0,14.02,91.55937052932761,9.871244635193133,13.161659513590845,19.88555078683834,55.22174535050072,0.8583690987124464,0.0,1.0014306151645207,28Q160,40.688131,-73.800015,P.S. 160 Walter Francis Bishop,0.54,0.52
PS 160 WILLIAM T SAMPSON,NEW YORK,Kings County,BROOKLYN,11219.0,Public,0,0,11-City: Large,1,1387,835,2.0,1174.0,144.0,10.0,55.0,0.0,2.0,14.44,60.20187454938717,0.14419610670511895,84.64311463590482,10.382119682768565,0.7209805335255948,3.9653929343907715,0.0,0.14419610670511895,20K160,40.6369,-73.999061,P.S. 160 William T. Sampson,0.58,0.66
PS 161 ARTHUR ASHE SCHOOL,NEW YORK,Queens County,JAMAICA,11419.0,Public,0,0,11-City: Large,1,706,624,72.0,437.0,127.0,47.0,14.0,0.0,9.0,14.82,88.38526912181302,10.198300283286118,61.89801699716714,17.988668555240793,6.6572237960339935,1.9830028328611897,0.0,1.2747875354107647,28Q161,40.690543,-73.821291,P.S. 161 Arthur Ashe School,0.42,0.55
PS 161 CROWN (THE),NEW YORK,Kings County,BROOKLYN,11225.0,Public,0,0,11-City: Large,1,409,375,4.0,32.0,47.0,317.0,7.0,0.0,2.0,13.71,91.68704156479217,0.9779951100244498,7.823960880195599,11.491442542787286,77.50611246943765,1.7114914425427872,0.0,0.4889975550122249,17K161,40.665948,-73.949224,P.S. 161 The Crown,0.48,0.42
PS 161 JUAN PONCE DE LEON SCHOOL,NEW YORK,Bronx County,BRONX,10455.0,Public,0,0,11-City: Large,1,536,509,3.0,4.0,394.0,122.0,12.0,0.0,1.0,12.17,94.96268656716418,0.5597014925373134,0.7462686567164178,73.50746268656717,22.761194029850746,2.2388059701492535,0.0,0.18656716417910446,07X161,40.814496,-73.90544,P.S. 161 Juan Ponce De Leon School,0.3,0.24
PS 161 PEDRO ALBIZU CAMPOS,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,889,838,2.0,29.0,681.0,163.0,9.0,0.0,5.0,13.37,94.26321709786278,0.22497187851518563,3.262092238470191,76.6029246344207,18.335208098987625,1.0123734533183353,0.0,0.562429696287964,05M161,40.817695,-73.952505,P.S. 161 Pedro Albizu Campos,0.56,0.31
PS 162 JOHN GOLDEN,NEW YORK,Queens County,BAYSIDE,11361.0,Public,0,0,11-City: Large,0,693,421,1.0,486.0,75.0,15.0,105.0,0.0,11.0,16.08,60.750360750360755,0.1443001443001443,70.12987012987013,10.822510822510822,2.1645021645021645,15.151515151515152,0.0,1.5873015873015872,26Q162,40.748904,-73.776836,P.S. 162 John Golden,0.56,0.66
PS 163 ALFRED E SMITH,NEW YORK,New York County,NEW YORK,10025.0,Public,0,0,11-City: Large,0,582,287,3.0,39.0,266.0,92.0,158.0,0.0,24.0,13.69,49.312714776632305,0.5154639175257731,6.701030927835052,45.70446735395189,15.807560137457044,27.147766323024054,0.0,4.123711340206185,03M163,40.794736,-73.968686,P.S. 163 Alfred E. Smith,0.51,0.55
PS 163 ARTHUR A SCHOMBERG,NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,552,544,6.0,7.0,332.0,201.0,6.0,0.0,0.0,12.95,98.55072463768117,1.0869565217391304,1.2681159420289856,60.14492753623188,36.41304347826087,1.0869565217391304,0.0,0.0,09X163,40.851738,-73.898832,P.S. 163 Arthur A. Schomburg,0.36,0.26
PS 163 BATH BEACH,NEW YORK,Kings County,BROOKLYN,11214.0,Public,0,0,11-City: Large,1,627,498,0.0,180.0,202.0,6.0,235.0,0.0,4.0,13.7,79.42583732057416,0.0,28.708133971291865,32.21690590111643,0.9569377990430622,37.48006379585327,0.0,0.6379585326953748,20K163,40.606698,-74.007855,P.S. 163 Bath Beach,0.73,0.77
PS 163 FLUSHING HEIGHTS,NEW YORK,Queens County,FLUSHING,11365.0,Public,0,0,11-City: Large,1,637,509,0.0,505.0,99.0,18.0,12.0,0.0,3.0,16.31,79.90580847723704,0.0,79.27786499215071,15.541601255886969,2.8257456828885403,1.8838304552590266,0.0,0.47095761381475665,25Q163,40.740812,-73.808814,P.S. 163 Flushing Heights,0.59,0.69
